name,title,department,dollarsThisYear,dollarsLastYear,benefits,clickRate,clicks,impressions,budgetPercent
transport-bus,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,20 Capacity building activities provided for traditional owners and Aboriginal community organisations,0.01,1,100,0.051360285
transport-bus,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,6 Victorian Aboriginal Heritage Council meetings conducted within legislative timeframes,0.01,1,100,0.051360285
transport-bus,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,"Participation of 2,200 Aboriginal people in Local Indigenous Networks",0.01,1,100,0.051360285
transport-train,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,20 Capacity building activities provided for traditional owners and Aboriginal community organisations,0.01,1,100,0.051360285
transport-train,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,6 Victorian Aboriginal Heritage Council meetings conducted within legislative timeframes,0.01,1,100,0.051360285
transport-train,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,"Participation of 2,200 Aboriginal people in Local Indigenous Networks",0.01,1,100,0.051360285
transport-tram,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,20 Capacity building activities provided for traditional owners and Aboriginal community organisations,0.01,1,100,0.051360285
transport-tram,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,6 Victorian Aboriginal Heritage Council meetings conducted within legislative timeframes,0.01,1,100,0.051360285
transport-tram,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,"Participation of 2,200 Aboriginal people in Local Indigenous Networks",0.01,1,100,0.051360285
transport-other,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,20 Capacity building activities provided for traditional owners and Aboriginal community organisations,0.01,1,100,0.051360285
transport-other,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,6 Victorian Aboriginal Heritage Council meetings conducted within legislative timeframes,0.01,1,100,0.051360285
transport-other,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,"Participation of 2,200 Aboriginal people in Local Indigenous Networks",0.01,1,100,0.051360285
immi-citizen,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,20 Capacity building activities provided for traditional owners and Aboriginal community organisations,0.01,1,100,0.051360285
immi-citizen,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,6 Victorian Aboriginal Heritage Council meetings conducted within legislative timeframes,0.01,1,100,0.051360285
immi-citizen,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,"Participation of 2,200 Aboriginal people in Local Indigenous Networks",0.01,1,100,0.051360285
immi-temporary,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,20 Capacity building activities provided for traditional owners and Aboriginal community organisations,0.01,1,100,0.051360285
immi-temporary,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,6 Victorian Aboriginal Heritage Council meetings conducted within legislative timeframes,0.01,1,100,0.051360285
immi-temporary,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,"Participation of 2,200 Aboriginal people in Local Indigenous Networks",0.01,1,100,0.051360285
immi-permanent,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,20 Capacity building activities provided for traditional owners and Aboriginal community organisations,0.01,1,100,0.051360285
immi-permanent,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,6 Victorian Aboriginal Heritage Council meetings conducted within legislative timeframes,0.01,1,100,0.051360285
immi-permanent,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,"Participation of 2,200 Aboriginal people in Local Indigenous Networks",0.01,1,100,0.051360285
gender-other,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,20 Capacity building activities provided for traditional owners and Aboriginal community organisations,0.01,1,100,0.051360285
gender-other,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,6 Victorian Aboriginal Heritage Council meetings conducted within legislative timeframes,0.01,1,100,0.051360285
gender-other,"Aboriginal policy, strengthening Aboriginal cultural heritage and communities",Department of Premier and Cabinet,20200000,17500000,"Participation of 2,200 Aboriginal people in Local Indigenous Networks",0.01,1,100,0.051360285
ages-04,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
ages-04,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
ages-512,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.1,10,100,0.032027576
ages-512,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.1,10,100,0.032027576
ages-1318,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
ages-1318,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
ages-1924,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
ages-1924,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
ages-2534,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
ages-2534,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
ages-3544,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
ages-3544,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
ages-4554,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
ages-4554,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
ages-5564,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
ages-5564,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
ages-65,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.3,30,100,0.032027576
ages-65,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.3,30,100,0.032027576
gender-male,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
gender-male,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
gender-female,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
gender-female,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
children-04,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
children-04,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
children-512,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
children-512,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
children-1318,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
children-1318,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
children-1920,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
children-1920,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
children-25,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
children-25,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
children-0,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
children-0,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
live-metro,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.05,5,100,0.032027576
live-metro,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.05,5,100,0.032027576
live-region,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
live-region,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
work-self,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
work-self,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
work-parttime,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.05,5,100,0.032027576
work-parttime,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.05,5,100,0.032027576
work-fulltime,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
work-fulltime,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
work-unemployed,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.1,10,100,0.032027576
work-unemployed,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.1,10,100,0.032027576
indigenous-yes,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
indigenous-yes,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
veteran-yes,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
veteran-yes,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
services-mental,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.2,20,100,0.032027576
services-mental,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.2,20,100,0.032027576
services-physical,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.3,30,100,0.032027576
services-physical,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.3,30,100,0.032027576
transport-car,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
transport-car,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
transport-bus,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
transport-bus,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
transport-train,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
transport-train,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
transport-tram,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
transport-tram,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
transport-other,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
transport-other,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
immi-citizen,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
immi-citizen,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
immi-temporary,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
immi-temporary,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
immi-permanent,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
immi-permanent,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
gender-other,Emergency Services,Department of Health and Human Services,637400000,621700000,"1,653,000 emergency presentations",0.01,1,100,0.032027576
gender-other,Emergency Services,Department of Health and Human Services,637400000,621700000,"11,388 occasions on Hospital Early Warning System (HEWS)",0.01,1,100,0.032027576
ages-04,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
ages-04,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
ages-512,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
ages-512,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
ages-1318,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
ages-1318,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
ages-1924,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
ages-1924,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
ages-2534,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
ages-2534,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
ages-3544,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
ages-3544,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
ages-4554,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
ages-4554,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
ages-5564,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
ages-5564,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
ages-65,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
ages-65,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
gender-male,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0,0,100,0.031782354
gender-male,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0,0,100,0.031782354
gender-female,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.5,50,100,0.031782354
gender-female,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.5,50,100,0.031782354
children-04,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
children-04,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
children-512,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
children-512,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
children-1318,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
children-1318,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
children-1920,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
children-1920,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
children-25,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
children-25,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
children-0,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
children-0,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
live-metro,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
live-metro,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
live-region,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
live-region,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
work-self,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
work-self,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
work-parttime,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
work-parttime,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
work-fulltime,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
work-fulltime,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
work-unemployed,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
work-unemployed,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
indigenous-yes,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
indigenous-yes,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
veteran-yes,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
veteran-yes,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
services-mental,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
services-mental,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
services-physical,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
services-physical,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
transport-car,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
transport-car,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
transport-bus,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
transport-bus,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
transport-train,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
transport-train,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
transport-tram,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
transport-tram,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
transport-other,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
transport-other,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
immi-citizen,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
immi-citizen,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
immi-temporary,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
immi-temporary,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
immi-permanent,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
immi-permanent,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,100% of Women and the Prevention of Family Violence projects and programs which support the prevention of family violence and the social and economic participation of women are delivered on time,0.01,1,100,0.031782354
gender-other,Women and equality policy and programs,Department of Premier and Cabinet,12500000,0,"20 meetings, forums and events held for Women and the Prevention of Family Violence consultation/engagement with key stakeholders",0.01,1,100,0.031782354
